ellipseCenterX(px),ellipseCenterY(px),ellipseSemimajor(px),ellipseSemiminor(px),ellipseRotation(deg),inputImage,crater_classification
932.0,1732.0,64.0,64.0,0.0,altitude01/longitude02/orientation03_light03,-1
1224.0,1144.0,144.0,144.0,0.0,altitude01/longitude02/orientation03_light03,-1
220.0,380.0,96.0,96.0,0.0,altitude01/longitude02/orientation03_light03,-1
2212.0,1724.0,100.0,100.0,0.0,altitude01/longitude02/orientation03_light03,-1
1476.0,1012.0,120.0,120.0,0.0,altitude01/longitude02/orientation03_light03,-1
960.0,1568.0,130.0,130.0,0.0,altitude01/longitude02/orientation03_light03,-1
1224.0,1304.0,120.0,120.0,0.0,altitude01/longitude02/orientation03_light03,-1
2104.0,1696.0,100.0,100.0,0.0,altitude01/longitude02/orientation03_light03,-1
1908.0,1696.0,76.0,76.0,0.0,altitude01/longitude02/orientation03_light03,-1
2104.0,1840.0,86.0,86.0,0.0,altitude01/longitude02/orientation03_light03,-1
1852.0,1760.0,68.0,68.0,0.0,altitude01/longitude02/orientation03_light03,-1
1136.0,1344.0,96.0,96.0,0.0,altitude01/longitude02/orientation03_light03,-1
1884.0,1600.0,88.0,88.0,0.0,altitude01/longitude02/orientation03_light03,-1
1904.0,1752.0,60.0,60.0,0.0,altitude01/longitude02/orientation03_light03,-1
1004.0,1380.0,60.0,60.0,0.0,altitude01/longitude02/orientation03_light03,-1
1772.0,1936.0,56.0,56.0,0.0,altitude01/longitude02/orientation03_light03,-1
1964.0,1596.0,60.0,60.0,0.0,altitude01/longitude02/orientation03_light03,-1
1792.0,1776.0,44.0,44.0,0.0,altitude01/longitude02/orientation03_light03,-1
1324.0,964.0,58.0,58.0,0.0,altitude01/longitude02/orientation03_light03,-1
1092.0,1520.0,50.0,50.0,0.0,altitude01/longitude02/orientation03_light03,-1
1268.0,1048.0,50.0,50.0,0.0,altitude01/longitude02/orientation03_light03,-1
1480.0,1884.0,46.0,46.0,0.0,altitude01/longitude02/orientation03_light03,-1
1448.0,1592.0,60.0,60.0,0.0,altitude01/longitude02/orientation03_light03,-1
1164.0,1488.0,48.0,48.0,0.0,altitude01/longitude02/orientation03_light03,-1
208.0,396.0,84.0,84.0,0.0,altitude01/longitude02/orientation03_light05,-1
504.0,1304.0,84.0,84.0,0.0,altitude01/longitude02/orientation03_light05,-1
996.0,1380.0,66.0,66.0,0.0,altitude01/longitude02/orientation03_light05,-1
1376.0,340.0,84.0,84.0,0.0,altitude01/longitude02/orientation03_light05,-1
792.0,996.0,48.0,48.0,0.0,altitude01/longitude02/orientation03_light05,-1
2272.0,1284.0,164.0,164.0,0.0,altitude01/longitude02/orientation04_light01,-1
2052.0,968.0,72.0,72.0,0.0,altitude01/longitude02/orientation04_light01,-1
2428.0,1828.0,72.0,72.0,0.0,altitude01/longitude02/orientation04_light01,-1
2056.0,968.0,72.0,72.0,0.0,altitude01/longitude02/orientation04_light02,-1
2408.0,1620.0,112.0,112.0,0.0,altitude01/longitude02/orientation04_light02,-1
2332.0,1304.0,92.0,92.0,0.0,altitude01/longitude02/orientation04_light02,-1
2408.0,1356.0,86.0,86.0,0.0,altitude01/longitude02/orientation04_light02,-1
2440.0,1836.0,76.0,76.0,0.0,altitude01/longitude02/orientation04_light02,-1
2116.0,1816.0,60.0,60.0,0.0,altitude01/longitude02/orientation04_light02,-1
2452.0,1536.0,56.0,56.0,0.0,altitude01/longitude02/orientation04_light02,-1
2444.0,1848.0,66.0,66.0,0.0,altitude01/longitude02/orientation04_light03,-1
2416.0,1608.0,84.0,84.0,0.0,altitude01/longitude02/orientation04_light03,-1
2056.0,964.0,74.0,74.0,0.0,altitude01/longitude02/orientation04_light03,-1
2188.0,1788.0,76.0,76.0,0.0,altitude01/longitude02/orientation04_light03,-1
2460.0,1672.0,60.0,60.0,0.0,altitude01/longitude02/orientation04_light03,-1
2064.0,972.0,90.0,90.0,0.0,altitude01/longitude02/orientation04_light05,-1
2436.0,188.0,88.0,88.0,0.0,altitude01/longitude02/orientation04_light05,-1
2320.0,1560.0,128.0,128.0,0.0,altitude01/longitude02/orientation04_light05,-1
2364.0,1764.0,112.0,112.0,0.0,altitude01/longitude02/orientation04_light05,-1
2128.0,1772.0,116.0,116.0,0.0,altitude01/longitude02/orientation04_light05,-1
2444.0,1816.0,56.0,56.0,0.0,altitude01/longitude02/orientation04_light05,-1
2432.0,1436.0,60.0,60.0,0.0,altitude01/longitude02/orientation04_light05,-1
2348.0,632.0,66.0,66.0,0.0,altitude01/longitude02/orientation04_light05,-1
2468.0,1532.0,58.0,58.0,0.0,altitude01/longitude02/orientation04_light05,-1
436.0,696.0,90.0,90.0,0.0,altitude01/longitude02/orientation05_light01,-1
256.0,1540.0,68.0,68.0,0.0,altitude01/longitude02/orientation05_light01,-1
2248.0,1196.0,186.0,186.0,0.0,altitude01/longitude02/orientation05_light02,-1
440.0,688.0,98.0,98.0,0.0,altitude01/longitude02/orientation05_light02,-1
2312.0,1328.0,50.0,50.0,0.0,altitude01/longitude02/orientation05_light02,-1
2228.0,1360.0,42.0,42.0,0.0,altitude01/longitude02/orientation05_light02,-1
2208.0,1264.0,80.0,80.0,0.0,altitude01/longitude02/orientation05_light03,-1
408.0,680.0,86.0,86.0,0.0,altitude01/longitude02/orientation05_light03,-1
728.0,1736.0,66.0,66.0,0.0,altitude01/longitude02/orientation05_light03,-1
260.0,1560.0,82.0,82.0,0.0,altitude01/longitude02/orientation05_light03,-1
2252.0,1168.0,168.0,168.0,0.0,altitude01/longitude02/orientation05_light04,-1
436.0,692.0,90.0,90.0,0.0,altitude01/longitude02/orientation05_light04,-1
236.0,1496.0,142.0,142.0,0.0,altitude01/longitude02/orientation05_light04,-1
2244.0,1212.0,192.0,192.0,0.0,altitude01/longitude02/orientation05_light05,-1
448.0,668.0,72.0,72.0,0.0,altitude01/longitude02/orientation05_light05,-1
272.0,1480.0,82.0,82.0,0.0,altitude01/longitude02/orientation05_light05,-1
2332.0,1268.0,50.0,50.0,0.0,altitude01/longitude02/orientation05_light05,-1
260.0,1532.0,50.0,50.0,0.0,altitude01/longitude02/orientation05_light05,-1
2304.0,1328.0,46.0,46.0,0.0,altitude01/longitude02/orientation05_light05,-1
2376.0,1672.0,176.0,176.0,0.0,altitude01/longitude02/orientation06_light01,-1
1008.0,400.0,82.0,82.0,0.0,altitude01/longitude02/orientation06_light01,-1
196.0,208.0,92.0,92.0,0.0,altitude01/longitude02/orientation06_light01,-1
784.0,1448.0,74.0,74.0,0.0,altitude01/longitude02/orientation06_light01,-1
2348.0,1684.0,166.0,166.0,0.0,altitude01/longitude02/orientation06_light03,-1
1020.0,396.0,76.0,76.0,0.0,altitude01/longitude02/orientation06_light03,-1
780.0,1444.0,46.0,46.0,0.0,altitude01/longitude02/orientation06_light03,-1
2400.0,1680.0,170.0,170.0,0.0,altitude01/longitude02/orientation06_light04,-1
1020.0,392.0,98.0,98.0,0.0,altitude01/longitude02/orientation06_light04,-1
2452.0,1760.0,62.0,62.0,0.0,altitude01/longitude02/orientation06_light05,-1
1028.0,380.0,92.0,92.0,0.0,altitude01/longitude02/orientation06_light05,-1
936.0,292.0,106.0,106.0,0.0,altitude01/longitude02/orientation07_light02,-1
372.0,944.0,44.0,44.0,0.0,altitude01/longitude02/orientation07_light02,-1
1284.0,392.0,88.0,88.0,0.0,altitude01/longitude02/orientation07_light03,-1
2476.0,384.0,82.0,82.0,0.0,altitude01/longitude02/orientation07_light04,-1
1316.0,400.0,68.0,68.0,0.0,altitude01/longitude02/orientation07_light04,-1
1308.0,384.0,78.0,78.0,0.0,altitude01/longitude02/orientation07_light05,-1
476.0,416.0,148.0,148.0,0.0,altitude01/longitude02/orientation07_light05,-1
2472.0,368.0,58.0,58.0,0.0,altitude01/longitude02/orientation07_light05,-1
368.0,944.0,64.0,64.0,0.0,altitude01/longitude02/orientation07_light05,-1
1692.0,72.0,68.0,68.0,0.0,altitude01/longitude02/orientation08_light01,-1
684.0,504.0,64.0,64.0,0.0,altitude01/longitude02/orientation08_light01,-1
1432.0,1900.0,154.0,154.0,0.0,altitude01/longitude02/orientation08_light02,-1
1424.0,1936.0,170.0,170.0,0.0,altitude01/longitude02/orientation08_light03,-1
688.0,484.0,62.0,62.0,0.0,altitude01/longitude02/orientation08_light03,-1
148.0,1532.0,60.0,60.0,0.0,altitude01/longitude02/orientation08_light03,-1
1348.0,1900.0,92.0,92.0,0.0,altitude01/longitude02/orientation08_light04,-1
228.0,1856.0,98.0,98.0,0.0,altitude01/longitude02/orientation08_light04,-1
200.0,1632.0,86.0,86.0,0.0,altitude01/longitude02/orientation08_light04,-1
260.0,1836.0,84.0,84.0,0.0,altitude01/longitude02/orientation08_light05,-1
1084.0,632.0,46.0,46.0,0.0,altitude01/longitude02/orientation09_light01,-1
1076.0,628.0,96.0,96.0,0.0,altitude01/longitude02/orientation09_light04,-1
320.0,300.0,54.0,54.0,0.0,altitude01/longitude02/orientation09_light04,-1
2288.0,1572.0,136.0,136.0,0.0,altitude01/longitude02/orientation10_light01,-1
440.0,804.0,100.0,100.0,0.0,altitude01/longitude02/orientation10_light01,-1
1008.0,192.0,98.0,98.0,0.0,altitude01/longitude02/orientation10_light01,-1
676.0,1220.0,74.0,74.0,0.0,altitude01/longitude02/orientation10_light01,-1
2272.0,1600.0,168.0,168.0,0.0,altitude01/longitude02/orientation10_light02,-1
1020.0,212.0,82.0,82.0,0.0,altitude01/longitude02/orientation10_light03,-1
2288.0,1568.0,76.0,76.0,0.0,altitude01/longitude02/orientation10_light05,-1
