ellipseCenterX(px),ellipseCenterY(px),ellipseSemimajor(px),ellipseSemiminor(px),ellipseRotation(deg),inputImage,crater_classification
168.0,540.0,90.0,90.0,0.0,altitude01/longitude02/orientation01_light01,-1
680.0,1228.0,114.0,114.0,0.0,altitude01/longitude02/orientation01_light01,-1
300.0,1240.0,80.0,80.0,0.0,altitude01/longitude02/orientation01_light01,-1
152.0,1168.0,88.0,88.0,0.0,altitude01/longitude02/orientation01_light01,-1
556.0,508.0,86.0,86.0,0.0,altitude01/longitude02/orientation01_light01,-1
764.0,792.0,36.0,36.0,0.0,altitude01/longitude02/orientation01_light01,-1
308.0,880.0,108.0,108.0,0.0,altitude01/longitude02/orientation01_light01,-1
836.0,1120.0,104.0,104.0,0.0,altitude01/longitude02/orientation01_light01,-1
484.0,192.0,100.0,100.0,0.0,altitude01/longitude02/orientation01_light01,-1
964.0,720.0,78.0,78.0,0.0,altitude01/longitude02/orientation01_light01,-1
576.0,296.0,60.0,60.0,0.0,altitude01/longitude02/orientation01_light01,-1
188.0,456.0,64.0,64.0,0.0,altitude01/longitude02/orientation01_light01,-1
364.0,560.0,60.0,60.0,0.0,altitude01/longitude02/orientation01_light01,-1
1308.0,508.0,58.0,58.0,0.0,altitude01/longitude02/orientation01_light01,-1
468.0,516.0,56.0,56.0,0.0,altitude01/longitude02/orientation01_light01,-1
84.0,324.0,78.0,78.0,0.0,altitude01/longitude02/orientation01_light01,-1
1264.0,428.0,50.0,50.0,0.0,altitude01/longitude02/orientation01_light01,-1
1308.0,392.0,84.0,84.0,0.0,altitude01/longitude02/orientation01_light01,-1
372.0,1524.0,58.0,58.0,0.0,altitude01/longitude02/orientation01_light01,-1
980.0,1224.0,58.0,58.0,0.0,altitude01/longitude02/orientation01_light01,-1
1644.0,836.0,82.0,82.0,0.0,altitude01/longitude02/orientation01_light01,-1
176.0,1676.0,68.0,68.0,0.0,altitude01/longitude02/orientation01_light01,-1
1152.0,924.0,56.0,56.0,0.0,altitude01/longitude02/orientation01_light01,-1
1032.0,772.0,46.0,46.0,0.0,altitude01/longitude02/orientation01_light01,-1
1372.0,576.0,50.0,50.0,0.0,altitude01/longitude02/orientation01_light01,-1
624.0,1336.0,72.0,72.0,0.0,altitude01/longitude02/orientation01_light01,-1
936.0,840.0,64.0,64.0,0.0,altitude01/longitude02/orientation01_light01,-1
368.0,1568.0,46.0,46.0,0.0,altitude01/longitude02/orientation01_light01,-1
1188.0,360.0,78.0,78.0,0.0,altitude01/longitude02/orientation01_light01,-1
1008.0,76.0,50.0,50.0,0.0,altitude01/longitude02/orientation01_light01,-1
1064.0,924.0,50.0,50.0,0.0,altitude01/longitude02/orientation01_light01,-1
704.0,460.0,60.0,60.0,0.0,altitude01/longitude02/orientation01_light01,-1
508.0,484.0,48.0,48.0,0.0,altitude01/longitude02/orientation01_light01,-1
1612.0,1804.0,48.0,48.0,0.0,altitude01/longitude02/orientation01_light01,-1
184.0,1044.0,36.0,36.0,0.0,altitude01/longitude02/orientation01_light01,-1
280.0,996.0,72.0,72.0,0.0,altitude01/longitude02/orientation01_light01,-1
1108.0,88.0,50.0,50.0,0.0,altitude01/longitude02/orientation01_light01,-1
696.0,252.0,68.0,68.0,0.0,altitude01/longitude02/orientation01_light01,-1
664.0,196.0,50.0,50.0,0.0,altitude01/longitude02/orientation01_light01,-1
880.0,792.0,62.0,62.0,0.0,altitude01/longitude02/orientation01_light01,-1
364.0,312.0,58.0,58.0,0.0,altitude01/longitude02/orientation01_light01,-1
244.0,1208.0,54.0,54.0,0.0,altitude01/longitude02/orientation01_light01,-1
224.0,1628.0,56.0,56.0,0.0,altitude01/longitude02/orientation01_light01,-1
1720.0,1536.0,50.0,50.0,0.0,altitude01/longitude02/orientation01_light01,-1
136.0,392.0,46.0,46.0,0.0,altitude01/longitude02/orientation01_light01,-1
396.0,1240.0,58.0,58.0,0.0,altitude01/longitude02/orientation01_light01,-1
144.0,1040.0,50.0,50.0,0.0,altitude01/longitude02/orientation01_light01,-1
1028.0,140.0,46.0,46.0,0.0,altitude01/longitude02/orientation01_light01,-1
980.0,1116.0,44.0,44.0,0.0,altitude01/longitude02/orientation01_light01,-1
432.0,1380.0,64.0,64.0,0.0,altitude01/longitude02/orientation01_light01,-1
1200.0,64.0,50.0,50.0,0.0,altitude01/longitude02/orientation01_light01,-1
1048.0,1280.0,46.0,46.0,0.0,altitude01/longitude02/orientation01_light01,-1
1004.0,1172.0,42.0,42.0,0.0,altitude01/longitude02/orientation01_light01,-1
952.0,1292.0,38.0,38.0,0.0,altitude01/longitude02/orientation01_light01,-1
344.0,244.0,54.0,54.0,0.0,altitude01/longitude02/orientation01_light01,-1
964.0,1164.0,42.0,42.0,0.0,altitude01/longitude02/orientation01_light01,-1
1032.0,228.0,40.0,40.0,0.0,altitude01/longitude02/orientation01_light01,-1
148.0,1280.0,52.0,52.0,0.0,altitude01/longitude02/orientation01_light01,-1
296.0,416.0,198.0,198.0,0.0,altitude01/longitude02/orientation01_light02,-1
252.0,612.0,166.0,166.0,0.0,altitude01/longitude02/orientation01_light02,-1
460.0,372.0,198.0,198.0,0.0,altitude01/longitude02/orientation01_light02,-1
208.0,1316.0,166.0,166.0,0.0,altitude01/longitude02/orientation01_light02,-1
308.0,972.0,198.0,198.0,0.0,altitude01/longitude02/orientation01_light02,-1
632.0,396.0,136.0,136.0,0.0,altitude01/longitude02/orientation01_light02,-1
236.0,1560.0,136.0,136.0,0.0,altitude01/longitude02/orientation01_light02,-1
220.0,816.0,120.0,120.0,0.0,altitude01/longitude02/orientation01_light02,-1
556.0,208.0,128.0,128.0,0.0,altitude01/longitude02/orientation01_light02,-1
136.0,708.0,116.0,116.0,0.0,altitude01/longitude02/orientation01_light02,-1
1388.0,528.0,90.0,90.0,0.0,altitude01/longitude02/orientation01_light02,-1
892.0,1152.0,138.0,138.0,0.0,altitude01/longitude02/orientation01_light02,-1
168.0,1000.0,92.0,92.0,0.0,altitude01/longitude02/orientation01_light02,-1
128.0,1168.0,100.0,100.0,0.0,altitude01/longitude02/orientation01_light02,-1
872.0,1340.0,132.0,132.0,0.0,altitude01/longitude02/orientation01_light02,-1
140.0,292.0,64.0,64.0,0.0,altitude01/longitude02/orientation01_light02,-1
1128.0,808.0,120.0,120.0,0.0,altitude01/longitude02/orientation01_light02,-1
308.0,736.0,82.0,82.0,0.0,altitude01/longitude02/orientation01_light02,-1
556.0,1348.0,74.0,74.0,0.0,altitude01/longitude02/orientation01_light02,-1
868.0,1244.0,92.0,92.0,0.0,altitude01/longitude02/orientation01_light02,-1
968.0,1192.0,74.0,74.0,0.0,altitude01/longitude02/orientation01_light02,-1
136.0,404.0,74.0,74.0,0.0,altitude01/longitude02/orientation01_light02,-1
216.0,1668.0,80.0,80.0,0.0,altitude01/longitude02/orientation01_light02,-1
1208.0,1592.0,62.0,62.0,0.0,altitude01/longitude02/orientation01_light02,-1
80.0,312.0,60.0,60.0,0.0,altitude01/longitude02/orientation01_light02,-1
996.0,1120.0,74.0,74.0,0.0,altitude01/longitude02/orientation01_light02,-1
344.0,528.0,62.0,62.0,0.0,altitude01/longitude02/orientation01_light02,-1
84.0,1064.0,58.0,58.0,0.0,altitude01/longitude02/orientation01_light02,-1
352.0,276.0,76.0,76.0,0.0,altitude01/longitude02/orientation01_light02,-1
136.0,1096.0,58.0,58.0,0.0,altitude01/longitude02/orientation01_light02,-1
256.0,1204.0,64.0,64.0,0.0,altitude01/longitude02/orientation01_light02,-1
428.0,512.0,54.0,54.0,0.0,altitude01/longitude02/orientation01_light02,-1
124.0,544.0,54.0,54.0,0.0,altitude01/longitude02/orientation01_light02,-1
248.0,744.0,54.0,54.0,0.0,altitude01/longitude02/orientation01_light02,-1
436.0,588.0,60.0,60.0,0.0,altitude01/longitude02/orientation01_light02,-1
240.0,884.0,50.0,50.0,0.0,altitude01/longitude02/orientation01_light02,-1
364.0,1588.0,50.0,50.0,0.0,altitude01/longitude02/orientation01_light02,-1
484.0,1484.0,80.0,80.0,0.0,altitude01/longitude02/orientation01_light02,-1
284.0,292.0,44.0,44.0,0.0,altitude01/longitude02/orientation01_light02,-1
336.0,1384.0,148.0,148.0,0.0,altitude01/longitude02/orientation01_light02,-1
188.0,492.0,128.0,128.0,0.0,altitude01/longitude02/orientation01_light02,-1
1240.0,556.0,160.0,160.0,0.0,altitude01/longitude02/orientation01_light02,-1
1008.0,1020.0,140.0,140.0,0.0,altitude01/longitude02/orientation01_light02,-1
644.0,1308.0,160.0,160.0,0.0,altitude01/longitude02/orientation01_light02,-1
120.0,1616.0,116.0,116.0,0.0,altitude01/longitude02/orientation01_light02,-1
424.0,688.0,144.0,144.0,0.0,altitude01/longitude02/orientation01_light02,-1
1328.0,656.0,160.0,160.0,0.0,altitude01/longitude02/orientation01_light02,-1
432.0,1172.0,164.0,164.0,0.0,altitude01/longitude02/orientation01_light02,-1
964.0,884.0,96.0,96.0,0.0,altitude01/longitude02/orientation01_light02,-1
1004.0,676.0,128.0,128.0,0.0,altitude01/longitude02/orientation01_light02,-1
352.0,1692.0,92.0,92.0,0.0,altitude01/longitude02/orientation01_light02,-1
1044.0,1236.0,98.0,98.0,0.0,altitude01/longitude02/orientation01_light02,-1
888.0,636.0,122.0,122.0,0.0,altitude01/longitude02/orientation01_light02,-1
120.0,168.0,118.0,118.0,0.0,altitude01/longitude02/orientation01_light02,-1
84.0,648.0,64.0,64.0,0.0,altitude01/longitude02/orientation01_light02,-1
736.0,284.0,104.0,104.0,0.0,altitude01/longitude02/orientation01_light02,-1
1636.0,932.0,84.0,84.0,0.0,altitude01/longitude02/orientation01_light02,-1
336.0,1112.0,106.0,106.0,0.0,altitude01/longitude02/orientation01_light02,-1
576.0,532.0,88.0,88.0,0.0,altitude01/longitude02/orientation01_light02,-1
952.0,204.0,112.0,112.0,0.0,altitude01/longitude02/orientation01_light02,-1
128.0,1708.0,72.0,72.0,0.0,altitude01/longitude02/orientation01_light02,-1
592.0,476.0,56.0,56.0,0.0,altitude01/longitude02/orientation01_light02,-1
176.0,1504.0,56.0,56.0,0.0,altitude01/longitude02/orientation01_light02,-1
72.0,480.0,84.0,84.0,0.0,altitude01/longitude02/orientation01_light02,-1
744.0,176.0,84.0,84.0,0.0,altitude01/longitude02/orientation01_light02,-1
344.0,1516.0,72.0,72.0,0.0,altitude01/longitude02/orientation01_light02,-1
188.0,1060.0,62.0,62.0,0.0,altitude01/longitude02/orientation01_light02,-1
968.0,1248.0,60.0,60.0,0.0,altitude01/longitude02/orientation01_light02,-1
564.0,292.0,64.0,64.0,0.0,altitude01/longitude02/orientation01_light02,-1
344.0,1244.0,56.0,56.0,0.0,altitude01/longitude02/orientation01_light02,-1
1568.0,756.0,78.0,78.0,0.0,altitude01/longitude02/orientation01_light02,-1
276.0,1708.0,68.0,68.0,0.0,altitude01/longitude02/orientation01_light02,-1
1100.0,936.0,60.0,60.0,0.0,altitude01/longitude02/orientation01_light02,-1
108.0,848.0,68.0,68.0,0.0,altitude01/longitude02/orientation01_light02,-1
76.0,1688.0,50.0,50.0,0.0,altitude01/longitude02/orientation01_light02,-1
576.0,56.0,52.0,52.0,0.0,altitude01/longitude02/orientation01_light02,-1
284.0,1256.0,50.0,50.0,0.0,altitude01/longitude02/orientation01_light02,-1
376.0,204.0,60.0,60.0,0.0,altitude01/longitude02/orientation01_light02,-1
1180.0,416.0,56.0,56.0,0.0,altitude01/longitude02/orientation01_light02,-1
668.0,500.0,54.0,54.0,0.0,altitude01/longitude02/orientation01_light02,-1
1228.0,1536.0,62.0,62.0,0.0,altitude01/longitude02/orientation01_light02,-1
764.0,796.0,36.0,36.0,0.0,altitude01/longitude02/orientation01_light02,-1
416.0,232.0,50.0,50.0,0.0,altitude01/longitude02/orientation01_light02,-1
516.0,480.0,50.0,50.0,0.0,altitude01/longitude02/orientation01_light02,-1
440.0,1544.0,78.0,78.0,0.0,altitude01/longitude02/orientation01_light02,-1
120.0,1292.0,54.0,54.0,0.0,altitude01/longitude02/orientation01_light02,-1
308.0,1772.0,62.0,62.0,0.0,altitude01/longitude02/orientation01_light02,-1
144.0,1788.0,78.0,78.0,0.0,altitude01/longitude02/orientation01_light02,-1
224.0,236.0,66.0,66.0,0.0,altitude01/longitude02/orientation01_light02,-1
60.0,784.0,62.0,62.0,0.0,altitude01/longitude02/orientation01_light02,-1
768.0,1228.0,62.0,62.0,0.0,altitude01/longitude02/orientation01_light02,-1
204.0,1456.0,60.0,60.0,0.0,altitude01/longitude02/orientation01_light02,-1
496.0,556.0,58.0,58.0,0.0,altitude01/longitude02/orientation01_light02,-1
1364.0,468.0,56.0,56.0,0.0,altitude01/longitude02/orientation01_light02,-1
224.0,296.0,48.0,48.0,0.0,altitude01/longitude02/orientation01_light02,-1
2480.0,912.0,40.0,40.0,0.0,altitude01/longitude02/orientation01_light02,-1
304.0,1212.0,34.0,34.0,0.0,altitude01/longitude02/orientation01_light02,-1
184.0,1136.0,56.0,56.0,0.0,altitude01/longitude02/orientation01_light02,-1
684.0,200.0,50.0,50.0,0.0,altitude01/longitude02/orientation01_light02,-1
796.0,1280.0,50.0,50.0,0.0,altitude01/longitude02/orientation01_light02,-1
416.0,172.0,46.0,46.0,0.0,altitude01/longitude02/orientation01_light02,-1
148.0,788.0,54.0,54.0,0.0,altitude01/longitude02/orientation01_light02,-1
424.0,788.0,50.0,50.0,0.0,altitude01/longitude02/orientation01_light02,-1
268.0,1468.0,54.0,54.0,0.0,altitude01/longitude02/orientation01_light02,-1
924.0,984.0,50.0,50.0,0.0,altitude01/longitude02/orientation01_light02,-1
1004.0,776.0,34.0,34.0,0.0,altitude01/longitude02/orientation01_light02,-1
1244.0,412.0,70.0,70.0,0.0,altitude01/longitude02/orientation01_light02,-1
376.0,864.0,60.0,60.0,0.0,altitude01/longitude02/orientation01_light02,-1
712.0,480.0,46.0,46.0,0.0,altitude01/longitude02/orientation01_light02,-1
52.0,1240.0,60.0,60.0,0.0,altitude01/longitude02/orientation01_light02,-1
1040.0,936.0,58.0,58.0,0.0,altitude01/longitude02/orientation01_light02,-1
1088.0,1152.0,56.0,56.0,0.0,altitude01/longitude02/orientation01_light02,-1
1632.0,872.0,56.0,56.0,0.0,altitude01/longitude02/orientation01_light02,-1
912.0,124.0,70.0,70.0,0.0,altitude01/longitude02/orientation01_light02,-1
1032.0,100.0,52.0,52.0,0.0,altitude01/longitude02/orientation01_light02,-1
244.0,1760.0,44.0,44.0,0.0,altitude01/longitude02/orientation01_light02,-1
480.0,136.0,44.0,44.0,0.0,altitude01/longitude02/orientation01_light02,-1
1116.0,72.0,58.0,58.0,0.0,altitude01/longitude02/orientation01_light02,-1
60.0,368.0,46.0,46.0,0.0,altitude01/longitude02/orientation01_light02,-1
1452.0,480.0,46.0,46.0,0.0,altitude01/longitude02/orientation01_light02,-1
996.0,152.0,36.0,36.0,0.0,altitude01/longitude02/orientation01_light02,-1
356.0,800.0,50.0,50.0,0.0,altitude01/longitude02/orientation01_light02,-1
1020.0,856.0,46.0,46.0,0.0,altitude01/longitude02/orientation01_light02,-1
924.0,1084.0,38.0,38.0,0.0,altitude01/longitude02/orientation01_light02,-1
1076.0,660.0,36.0,36.0,0.0,altitude01/longitude02/orientation01_light02,-1
652.0,232.0,32.0,32.0,0.0,altitude01/longitude02/orientation01_light02,-1
584.0,332.0,38.0,38.0,0.0,altitude01/longitude02/orientation01_light02,-1
316.0,464.0,180.0,180.0,0.0,altitude01/longitude02/orientation01_light03,-1
180.0,580.0,142.0,142.0,0.0,altitude01/longitude02/orientation01_light03,-1
620.0,388.0,140.0,140.0,0.0,altitude01/longitude02/orientation01_light03,-1
444.0,348.0,184.0,184.0,0.0,altitude01/longitude02/orientation01_light03,-1
300.0,772.0,182.0,182.0,0.0,altitude01/longitude02/orientation01_light03,-1
1052.0,828.0,150.0,150.0,0.0,altitude01/longitude02/orientation01_light03,-1
160.0,820.0,156.0,156.0,0.0,altitude01/longitude02/orientation01_light03,-1
148.0,708.0,124.0,124.0,0.0,altitude01/longitude02/orientation01_light03,-1
556.0,192.0,130.0,130.0,0.0,altitude01/longitude02/orientation01_light03,-1
204.0,388.0,124.0,124.0,0.0,altitude01/longitude02/orientation01_light03,-1
1392.0,528.0,96.0,96.0,0.0,altitude01/longitude02/orientation01_light03,-1
1544.0,644.0,144.0,144.0,0.0,altitude01/longitude02/orientation01_light03,-1
1128.0,1280.0,198.0,198.0,0.0,altitude01/longitude02/orientation01_light03,-1
176.0,1132.0,106.0,106.0,0.0,altitude01/longitude02/orientation01_light03,-1
856.0,1208.0,94.0,94.0,0.0,altitude01/longitude02/orientation01_light03,-1
140.0,292.0,60.0,60.0,0.0,altitude01/longitude02/orientation01_light03,-1
296.0,632.0,94.0,94.0,0.0,altitude01/longitude02/orientation01_light03,-1
744.0,128.0,90.0,90.0,0.0,altitude01/longitude02/orientation01_light03,-1
1304.0,468.0,92.0,92.0,0.0,altitude01/longitude02/orientation01_light03,-1
1212.0,1596.0,76.0,76.0,0.0,altitude01/longitude02/orientation01_light03,-1
100.0,556.0,58.0,58.0,0.0,altitude01/longitude02/orientation01_light03,-1
432.0,496.0,80.0,80.0,0.0,altitude01/longitude02/orientation01_light03,-1
232.0,676.0,66.0,66.0,0.0,altitude01/longitude02/orientation01_light03,-1
96.0,268.0,54.0,54.0,0.0,altitude01/longitude02/orientation01_light03,-1
88.0,336.0,58.0,58.0,0.0,altitude01/longitude02/orientation01_light03,-1
156.0,1028.0,76.0,76.0,0.0,altitude01/longitude02/orientation01_light03,-1
124.0,400.0,60.0,60.0,0.0,altitude01/longitude02/orientation01_light03,-1
468.0,240.0,64.0,64.0,0.0,altitude01/longitude02/orientation01_light03,-1
936.0,776.0,54.0,54.0,0.0,altitude01/longitude02/orientation01_light03,-1
988.0,1148.0,54.0,54.0,0.0,altitude01/longitude02/orientation01_light03,-1
568.0,1352.0,54.0,54.0,0.0,altitude01/longitude02/orientation01_light03,-1
684.0,484.0,48.0,48.0,0.0,altitude01/longitude02/orientation01_light03,-1
196.0,1296.0,172.0,172.0,0.0,altitude01/longitude02/orientation01_light03,-1
164.0,1600.0,154.0,154.0,0.0,altitude01/longitude02/orientation01_light03,-1
272.0,1544.0,132.0,132.0,0.0,altitude01/longitude02/orientation01_light03,-1
416.0,660.0,140.0,140.0,0.0,altitude01/longitude02/orientation01_light03,-1
620.0,552.0,152.0,152.0,0.0,altitude01/longitude02/orientation01_light03,-1
1136.0,156.0,120.0,120.0,0.0,altitude01/longitude02/orientation01_light03,-1
1324.0,364.0,168.0,168.0,0.0,altitude01/longitude02/orientation01_light03,-1
272.0,1412.0,156.0,156.0,0.0,altitude01/longitude02/orientation01_light03,-1
296.0,1068.0,148.0,148.0,0.0,altitude01/longitude02/orientation01_light03,-1
952.0,1344.0,148.0,148.0,0.0,altitude01/longitude02/orientation01_light03,-1
1612.0,880.0,134.0,134.0,0.0,altitude01/longitude02/orientation01_light03,-1
1084.0,1068.0,110.0,110.0,0.0,altitude01/longitude02/orientation01_light03,-1
1140.0,708.0,124.0,124.0,0.0,altitude01/longitude02/orientation01_light03,-1
436.0,1264.0,130.0,130.0,0.0,altitude01/longitude02/orientation01_light03,-1
172.0,928.0,92.0,92.0,0.0,altitude01/longitude02/orientation01_light03,-1
180.0,1712.0,88.0,88.0,0.0,altitude01/longitude02/orientation01_light03,-1
728.0,308.0,104.0,104.0,0.0,altitude01/longitude02/orientation01_light03,-1
692.0,1236.0,106.0,106.0,0.0,altitude01/longitude02/orientation01_light03,-1
1196.0,948.0,86.0,86.0,0.0,altitude01/longitude02/orientation01_light03,-1
764.0,792.0,36.0,36.0,0.0,altitude01/longitude02/orientation01_light03,-1
1256.0,512.0,68.0,68.0,0.0,altitude01/longitude02/orientation01_light03,-1
1080.0,988.0,72.0,72.0,0.0,altitude01/longitude02/orientation01_light03,-1
360.0,592.0,80.0,80.0,0.0,altitude01/longitude02/orientation01_light03,-1
72.0,752.0,64.0,64.0,0.0,altitude01/longitude02/orientation01_light03,-1
140.0,488.0,66.0,66.0,0.0,altitude01/longitude02/orientation01_light03,-1
1628.0,780.0,72.0,72.0,0.0,altitude01/longitude02/orientation01_light03,-1
208.0,480.0,62.0,62.0,0.0,altitude01/longitude02/orientation01_light03,-1
816.0,316.0,72.0,72.0,0.0,altitude01/longitude02/orientation01_light03,-1
348.0,1600.0,64.0,64.0,0.0,altitude01/longitude02/orientation01_light03,-1
172.0,1432.0,88.0,88.0,0.0,altitude01/longitude02/orientation01_light03,-1
532.0,500.0,62.0,62.0,0.0,altitude01/longitude02/orientation01_light03,-1
64.0,440.0,80.0,80.0,0.0,altitude01/longitude02/orientation01_light03,-1
84.0,1692.0,64.0,64.0,0.0,altitude01/longitude02/orientation01_light03,-1
1468.0,564.0,60.0,60.0,0.0,altitude01/longitude02/orientation01_light03,-1
1356.0,604.0,66.0,66.0,0.0,altitude01/longitude02/orientation01_light03,-1
272.0,880.0,68.0,68.0,0.0,altitude01/longitude02/orientation01_light03,-1
928.0,984.0,56.0,56.0,0.0,altitude01/longitude02/orientation01_light03,-1
2468.0,920.0,44.0,44.0,0.0,altitude01/longitude02/orientation01_light03,-1
268.0,1204.0,62.0,62.0,0.0,altitude01/longitude02/orientation01_light03,-1
440.0,752.0,72.0,72.0,0.0,altitude01/longitude02/orientation01_light03,-1
936.0,820.0,56.0,56.0,0.0,altitude01/longitude02/orientation01_light03,-1
740.0,1360.0,66.0,66.0,0.0,altitude01/longitude02/orientation01_light03,-1
316.0,316.0,58.0,58.0,0.0,altitude01/longitude02/orientation01_light03,-1
252.0,924.0,50.0,50.0,0.0,altitude01/longitude02/orientation01_light03,-1
1712.0,784.0,84.0,84.0,0.0,altitude01/longitude02/orientation01_light03,-1
272.0,1724.0,62.0,62.0,0.0,altitude01/longitude02/orientation01_light03,-1
1192.0,408.0,58.0,58.0,0.0,altitude01/longitude02/orientation01_light03,-1
940.0,1096.0,54.0,54.0,0.0,altitude01/longitude02/orientation01_light03,-1
836.0,816.0,82.0,82.0,0.0,altitude01/longitude02/orientation01_light03,-1
92.0,1048.0,64.0,64.0,0.0,altitude01/longitude02/orientation01_light03,-1
1612.0,960.0,56.0,56.0,0.0,altitude01/longitude02/orientation01_light03,-1
436.0,1372.0,84.0,84.0,0.0,altitude01/longitude02/orientation01_light03,-1
252.0,256.0,64.0,64.0,0.0,altitude01/longitude02/orientation01_light03,-1
168.0,1512.0,58.0,58.0,0.0,altitude01/longitude02/orientation01_light03,-1
56.0,652.0,42.0,42.0,0.0,altitude01/longitude02/orientation01_light03,-1
1052.0,400.0,90.0,90.0,0.0,altitude01/longitude02/orientation01_light03,-1
372.0,236.0,44.0,44.0,0.0,altitude01/longitude02/orientation01_light03,-1
1144.0,912.0,46.0,46.0,0.0,altitude01/longitude02/orientation01_light03,-1
1556.0,724.0,54.0,54.0,0.0,altitude01/longitude02/orientation01_light03,-1
1036.0,940.0,46.0,46.0,0.0,altitude01/longitude02/orientation01_light03,-1
672.0,232.0,36.0,36.0,0.0,altitude01/longitude02/orientation01_light03,-1
232.0,988.0,50.0,50.0,0.0,altitude01/longitude02/orientation01_light03,-1
656.0,92.0,48.0,48.0,0.0,altitude01/longitude02/orientation01_light03,-1
1152.0,252.0,40.0,40.0,0.0,altitude01/longitude02/orientation01_light03,-1
68.0,148.0,68.0,68.0,0.0,altitude01/longitude02/orientation01_light03,-1
568.0,112.0,60.0,60.0,0.0,altitude01/longitude02/orientation01_light03,-1
1152.0,988.0,46.0,46.0,0.0,altitude01/longitude02/orientation01_light03,-1
260.0,1776.0,44.0,44.0,0.0,altitude01/longitude02/orientation01_light03,-1
316.0,1156.0,60.0,60.0,0.0,altitude01/longitude02/orientation01_light03,-1
1012.0,232.0,56.0,56.0,0.0,altitude01/longitude02/orientation01_light03,-1
72.0,200.0,46.0,46.0,0.0,altitude01/longitude02/orientation01_light03,-1
1120.0,1012.0,44.0,44.0,0.0,altitude01/longitude02/orientation01_light03,-1
536.0,288.0,42.0,42.0,0.0,altitude01/longitude02/orientation01_light03,-1
328.0,208.0,54.0,54.0,0.0,altitude01/longitude02/orientation01_light03,-1
928.0,1196.0,46.0,46.0,0.0,altitude01/longitude02/orientation01_light03,-1
356.0,1224.0,40.0,40.0,0.0,altitude01/longitude02/orientation01_light03,-1
120.0,1748.0,36.0,36.0,0.0,altitude01/longitude02/orientation01_light03,-1
1556.0,400.0,32.0,32.0,0.0,altitude01/longitude02/orientation01_light03,-1
388.0,804.0,32.0,32.0,0.0,altitude01/longitude02/orientation01_light03,-1
1116.0,1544.0,60.0,60.0,0.0,altitude01/longitude02/orientation01_light03,-1
76.0,872.0,46.0,46.0,0.0,altitude01/longitude02/orientation01_light03,-1
996.0,144.0,36.0,36.0,0.0,altitude01/longitude02/orientation01_light03,-1
